respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,questions,q_item,r_num,responses,correct,max,unique,c_threshold_10,c_threshold_7,nc_threshold_5,nc_threshold_3,relscore_c_7,relscore_c_10,relscore_c_7_nounique,relscore_c_10_nounique,relscore_c_7_nomin,relscore_c_10_nomin
418,1,0,0,1,1,gg_2,gg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,0,0,1,1,gg_3,gg,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,0,0,1,1,gg_4,gg,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,0,0,1,1,dt_1,dt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,0,0,1,1,dt_2,dt,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,0,0,1,1,dt_3,dt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,1,0,0,1,1,dt_4,dt,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,0,0,1,NA,NA,aca_1,aca,1,6,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,aca_2,aca,2,7,NA,7,NA,NA,1,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,aca_3,aca,3,5,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,aca_4,aca,4,7,NA,7,NA,NA,1,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,aca2_1,aca2,1,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,aca2_2,aca2,2,6,NA,6,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,aca2_3,aca2,3,5,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,aca2_4,aca2,4,6,NA,6,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,gg_1,gg,1,7,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,gg_2,gg,2,7,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,gg_3,gg,3,8,NA,8,1,NA,1,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,gg_4,gg,4,6,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,dt_1,dt,1,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,dt_2,dt,2,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,dt_3,dt,3,6,NA,6,1,NA,NA,1,1,0,0,0,0,0,0
419,0,0,1,NA,NA,dt_4,dt,4,5,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
420,NA,NA,NA,NA,0,aca_1,aca,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,aca_2,aca,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,aca_3,aca,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,aca_4,aca,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,aca2_1,aca2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,aca2_2,aca2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,aca2_3,aca2,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,aca2_4,aca2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,gg_1,gg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,gg_2,gg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,gg_3,gg,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,gg_4,gg,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,dt_1,dt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,dt_2,dt,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,dt_3,dt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,NA,NA,NA,NA,0,dt_4,dt,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,aca_1,aca,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,aca_2,aca,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,aca_3,aca,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,aca_4,aca,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,aca2_1,aca2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,aca2_2,aca2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,aca2_3,aca2,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,aca2_4,aca2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,gg_1,gg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,gg_2,gg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,gg_3,gg,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,gg_4,gg,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,dt_1,dt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,dt_2,dt,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,dt_3,dt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,1,0,0,1,1,dt_4,dt,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,1,0,0,1,1,aca_1,aca,1,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,aca_2,aca,2,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,aca_3,aca,3,5,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,aca_4,aca,4,6,NA,6,1,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,aca2_1,aca2,1,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,aca2_2,aca2,2,10,NA,10,1,1,1,1,1,0,0,0,0,0,0
422,1,0,0,1,1,aca2_3,aca2,3,5,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,aca2_4,aca2,4,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,gg_1,gg,1,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,gg_2,gg,2,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
422,1,0,0,1,1,gg_3,gg,3,10,NA,10,NA,1,1,1,1,0,0,0,0,0,0
422,1,0,0,1,1,gg_4,gg,4,10,correct,10,NA,1,1,1,1,0,0,0,0,0,0
422,1,0,0,1,1,dt_1,dt,1,10,NA,10,NA,1,1,NA,1,0,0,0,0,0,0
422,1,0,0,1,1,dt_2,dt,2,10,NA,10,NA,1,1,NA,1,0,0,0,0,0,0
422,1,0,0,1,1,dt_3,dt,3,3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
422,1,0,0,1,1,dt_4,dt,4,10,correct,10,NA,1,1,NA,1,0,0,1,1,0,0
423,1,0,0,1,1,aca_1,aca,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,aca_2,aca,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,aca_3,aca,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,aca_4,aca,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,aca2_1,aca2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,aca2_2,aca2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,aca2_3,aca2,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,aca2_4,aca2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,gg_1,gg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,gg_2,gg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,gg_3,gg,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,gg_4,gg,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,dt_1,dt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,dt_2,dt,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,dt_3,dt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,1,0,0,1,1,dt_4,dt,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,1,0,0,1,1,aca_1,aca,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,aca_2,aca,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,aca_3,aca,3,5,correct,5,1,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,aca_4,aca,4,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,aca2_1,aca2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,aca2_2,aca2,2,8,NA,8,1,NA,1,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,aca2_3,aca2,3,1,correct,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,aca2_4,aca2,4,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,gg_1,gg,1,3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
424,1,0,0,1,1,gg_2,gg,2,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
424,1,0,0,1,1,gg_3,gg,3,2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
424,1,0,0,1,1,gg_4,gg,4,10,correct,10,1,1,1,NA,1,1,1,1,1,1,1
424,1,0,0,1,1,dt_1,dt,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,dt_2,dt,2,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,dt_3,dt,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
424,1,0,0,1,1,dt_4,dt,4,10,correct,10,1,1,1,NA,NA,1,1,1,1,1,1
425,0,1,0,0,0,aca_1,aca,1,10,NA,10,1,1,1,1,1,0,0,0,0,0,0
425,0,1,0,0,0,aca_2,aca,2,6,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
425,0,1,0,0,0,aca_3,aca,3,7,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
425,0,1,0,0,0,aca_4,aca,4,3,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
425,0,1,0,0,0,aca2_1,aca2,1,10,NA,10,1,1,1,1,1,0,0,0,0,0,0
425,0,1,0,0,0,aca2_2,aca2,2,3,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
425,0,1,0,0,0,aca2_3,aca2,3,7,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
425,0,1,0,0,0,aca2_4,aca2,4,8,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
425,0,1,0,0,0,gg_1,gg,1,7,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
425,0,1,0,0,0,gg_2,gg,2,8,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
425,0,1,0,0,0,gg_3,gg,3,10,NA,10,NA,1,1,1,1,0,0,0,0,0,0
425,0,1,0,0,0,gg_4,gg,4,10,correct,10,NA,1,1,1,1,0,0,0,0,0,0
425,0,1,0,0,0,dt_1,dt,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
425,0,1,0,0,0,dt_2,dt,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
425,0,1,0,0,0,dt_3,dt,3,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
425,0,1,0,0,0,dt_4,dt,4,10,correct,10,1,1,1,NA,NA,1,1,1,1,1,1
426,0,1,0,0,0,aca_1,aca,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,aca_2,aca,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,aca_3,aca,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,aca_4,aca,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,aca2_1,aca2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,aca2_2,aca2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,aca2_3,aca2,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,aca2_4,aca2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,gg_1,gg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,gg_2,gg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,gg_3,gg,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,gg_4,gg,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,dt_1,dt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,dt_2,dt,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,dt_3,dt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,1,0,0,0,dt_4,dt,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,aca_1,aca,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,aca_2,aca,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,aca_3,aca,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,aca_4,aca,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,aca2_1,aca2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,aca2_2,aca2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,aca2_3,aca2,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,aca2_4,aca2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,gg_1,gg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,gg_2,gg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,gg_3,gg,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,gg_4,gg,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,dt_1,dt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,dt_2,dt,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,dt_3,dt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,1,0,0,NA,1,dt_4,dt,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,aca_1,aca,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,aca_2,aca,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,aca_3,aca,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,aca_4,aca,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,aca2_1,aca2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,aca2_2,aca2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,aca2_3,aca2,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,aca2_4,aca2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,gg_1,gg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,gg_2,gg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,gg_3,gg,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,gg_4,gg,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,dt_1,dt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,dt_2,dt,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,dt_3,dt,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0,1,0,0,0,dt_4,dt,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,0,1,0,0,0,aca_1,aca,1,2,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
429,0,1,0,0,0,aca_2,aca,2,3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
429,0,1,0,0,0,aca_3,aca,3,1,correct,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
429,0,1,0,0,0,aca_4,aca,4,9,NA,9,1,NA,1,NA,1,0,0,0,0,0,0
429,0,1,0,0,0,aca2_1,aca2,1,8,NA,8,NA,NA,1,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,aca2_2,aca2,2,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,aca2_3,aca2,3,8,correct,8,NA,NA,1,NA,NA,0,0,1,0,0,0
429,0,1,0,0,0,aca2_4,aca2,4,8,NA,8,NA,NA,1,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,gg_1,gg,1,8,NA,8,NA,NA,1,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,gg_2,gg,2,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,gg_3,gg,3,8,NA,8,NA,NA,1,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,gg_4,gg,4,8,correct,8,NA,NA,1,NA,NA,0,0,1,0,0,0
429,0,1,0,0,0,dt_1,dt,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,dt_2,dt,2,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,dt_3,dt,3,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
429,0,1,0,0,0,dt_4,dt,4,10,correct,10,1,1,1,NA,NA,1,1,1,1,1,1
430,0,1,0,0,0,aca_1,aca,1,3,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
430,0,1,0,0,0,aca_2,aca,2,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
430,0,1,0,0,0,aca_3,aca,3,8,correct,8,1,NA,1,1,1,0,0,0,0,1,0
430,0,1,0,0,0,aca_4,aca,4,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
430,0,1,0,0,0,aca2_1,aca2,1,4,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
430,0,1,0,0,0,aca2_2,aca2,2,4,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
430,0,1,0,0,0,aca2_3,aca2,3,6,correct,6,1,NA,NA,1,1,0,0,0,0,0,0
430,0,1,0,0,0,aca2_4,aca2,4,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
430,0,1,0,0,0,gg_1,gg,1,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,0,0
430,0,1,0,0,0,gg_2,gg,2,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,0,0
430,0,1,0,0,0,gg_3,gg,3,3,NA,3,NA,NA,NA,NA,NA,0,0,0,0,0,0
430,0,1,0,0,0,gg_4,gg,4,3,correct,3,NA,NA,NA,NA,NA,0,0,0,0,0,0
430,0,1,0,0,0,dt_1,dt,1,7,NA,7,NA,NA,1,NA,1,0,0,0,0,0,0
430,0,1,0,0,0,dt_2,dt,2,3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
430,0,1,0,0,0,dt_3,dt,3,3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0
430,0,1,0,0,0,dt_4,dt,4,7,correct,7,NA,NA,1,NA,1,0,0,1,0,0,0
431,0,1,0,0,0,aca_1,aca,1,2,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,aca_2,aca,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,aca_3,aca,3,5,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,aca_4,aca,4,6,NA,6,1,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,aca2_1,aca2,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
431,0,1,0,0,0,aca2_2,aca2,2,5,NA,5,NA,NA,NA,NA,NA,0,0,0,0,0,0
431,0,1,0,0,0,aca2_3,aca2,3,5,correct,5,NA,NA,NA,NA,NA,0,0,0,0,0,0
431,0,1,0,0,0,aca2_4,aca2,4,5,NA,5,NA,NA,NA,NA,NA,0,0,0,0,0,0
431,0,1,0,0,0,gg_1,gg,1,9,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,gg_2,gg,2,5,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,gg_3,gg,3,10,NA,10,1,1,1,1,1,0,0,0,0,0,0
431,0,1,0,0,0,gg_4,gg,4,7,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,dt_1,dt,1,8,NA,8,1,NA,1,1,1,0,0,0,0,0,0
431,0,1,0,0,0,dt_2,dt,2,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,dt_3,dt,3,1,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0
431,0,1,0,0,0,dt_4,dt,4,7,correct,NA,NA,NA,NA,1,1,0,0,0,0,0,0
432,0,0,1,NA,0,aca_1,aca,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,aca_2,aca,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,aca_3,aca,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,aca_4,aca,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,aca2_1,aca2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,aca2_2,aca2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,aca2_3,aca2,3,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,aca2_4,aca2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,gg_1,gg,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,gg_2,gg,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,gg_3,gg,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,gg_4,gg,4,NA,correct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0,0,1,NA,0,dt_1,dt,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
